City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
153,esperance,20,TT,1525640400,83,10.24,-61.45,78.8,9.17
154,orito,56,CO,1525644355,94,0.67,-76.88,75.17,2.71
155,emerald,92,AU,1525644356,91,-23.53,148.16,64.37,11.43
156,amurzet,88,CN,1525644356,83,47.69,131.09,42.77,13.67
157,palora,92,EC,1525644356,100,-1.7,-77.97,63.11,2.26
158,cadiz,1,US,1525643580,59,40.27,-81.0,75.2,10.29
159,erzin,75,TR,1525641600,88,36.95,36.2,68.0,9.17
160,bajil,0,ES,1525644357,68,38.23,-2.07,56.36,4.61
161,tasiilaq,0,GL,1525639800,53,65.61,-37.64,24.8,16.11
162,andros town,75,BS,1525640400,70,24.73,-77.79,84.2,10.29
163,zhanakorgan,0,KZ,1525644357,49,43.91,67.25,48.35,11.21
164,lagoa,0,PT,1525642200,68,37.14,-8.45,66.2,3.36
165,sosenskiy,80,RU,1525644358,93,54.06,35.96,56.18,14.67
166,namatanai,44,PG,1525644358,100,-3.66,152.44,80.39,12.55
167,avarua,40,CK,1525640400,74,-21.21,-159.78,82.4,13.87
168,hanting,92,CN,1525644358,100,30.92,118.55,60.5,8.19
169,panguipulli,0,CL,1525640400,87,-39.64,-72.33,60.8,2.37
170,high level,20,CA,1525640400,36,58.52,-117.13,73.4,10.29
171,ayan,92,TR,1525644359,100,40.67,33.6,49.79,2.26
172,buala,100,SB,1525644359,87,-8.15,159.59,83.0,9.19
173,natchez,1,US,1525640160,39,31.56,-91.4,82.4,8.05
174,nichinan,75,JP,1525641000,78,31.65,131.31,77.0,9.17
175,pevek,0,RU,1525644359,91,69.7,170.27,14.24,3.15
176,provideniya,75,RU,1525642200,73,64.42,-173.23,26.6,4.47
177,ustka,0,PL,1525644360,91,54.58,16.86,46.37,1.36
178,teguldet,0,RU,1525644361,68,57.31,88.17,9.83,2.37
179,hasaki,75,JP,1525642200,72,35.73,140.83,64.4,14.99
180,gusau,8,NG,1525644361,51,12.17,6.66,86.15,10.65
181,nizhnyaya tavda,92,RU,1525644361,65,57.67,66.17,41.78,11.1
182,krasnaya gora,90,RU,1525640400,82,53.01,31.6,55.4,13.42
183,nanortalik,68,GL,1525644362,100,60.14,-45.24,31.25,5.06
184,havoysund,75,NO,1525641600,75,71.0,24.66,41.0,31.09
185,mahebourg,20,MU,1525644000,78,-20.41,57.7,75.2,6.93
186,hamilton,75,BM,1525640100,83,32.3,-64.78,73.4,14.99
187,kodinsk,0,RU,1525644363,64,58.6,99.18,25.58,4.94
188,tual,64,ID,1525644363,100,-5.67,132.75,82.01,12.77
189,mnogovershinnyy,0,RU,1525644363,87,53.94,139.92,27.11,0.58
190,banda aceh,20,ID,1525644363,100,5.56,95.32,73.46,2.26
191,dikson,0,RU,1525644363,68,73.51,80.55,2.54,6.4
192,pangnirtung,32,CA,1525644363,100,66.15,-65.72,10.28,6.96
193,severo-kurilsk,0,RU,1525644364,98,50.68,156.12,34.67,6.4
194,sao filipe,0,CV,1525644364,97,14.9,-24.5,70.58,17.58
195,ola,0,RU,1525642200,69,59.58,151.3,39.2,8.95
196,puro,24,PH,1525644364,95,13.13,123.76,74.45,2.15
197,zhaotong,68,CN,1525644364,99,27.34,103.71,42.68,1.36
198,seoul,0,KR,1525642200,72,37.57,126.98,59.0,6.93
199,kirakira,92,SB,1525644365,100,-10.46,161.92,82.37,14.67
200,bethel,75,US,1525641480,64,60.79,-161.76,35.6,9.17
201,flinders,0,AU,1525644365,92,-34.58,150.85,49.43,5.17
202,savinka,0,RU,1525644365,42,50.08,47.1,60.41,10.76
203,saint pete beach,1,US,1525642500,74,27.73,-82.74,84.2,4.7
204,tautira,75,PF,1525642200,66,-17.73,-149.15,84.2,8.05
205,tilichiki,20,RU,1525644366,91,60.47,166.1,24.23,4.05
206,praia da vitoria,20,PT,1525640400,77,38.73,-27.07,64.4,8.3
207,longyearbyen,75,NO,1525639800,86,78.22,15.63,33.8,14.99
208,jiayuguan,64,CN,1525644367,44,39.77,98.29,41.15,4.72
209,gravdal,0,NO,1525641600,53,59.79,5.78,51.8,16.11
210,price,1,US,1525643580,11,39.6,-110.81,78.8,14.99
211,guerrero negro,0,MX,1525644368,36,27.97,-114.04,83.45,6.62
212,winnemucca,20,US,1525640160,12,40.97,-117.74,80.6,18.34
213,grindavik,75,IS,1525642200,60,63.84,-22.43,41.0,21.92
214,teknaf,92,BD,1525644369,94,20.86,92.31,79.31,2.93
215,nurota,0,UZ,1525640400,30,40.56,65.69,57.2,6.93
216,bathsheba,40,BB,1525640400,78,13.22,-59.52,80.6,17.22
217,kholtoson,56,RU,1525644370,66,50.3,103.31,41.33,4.27
218,bethalto,1,US,1525642500,34,38.91,-90.04,84.2,11.41
219,narsaq,20,GL,1525639800,25,60.91,-46.05,41.0,9.17
220,abriaqui,90,CO,1525640400,73,6.63,-76.06,71.6,2.24
221,manicore,68,BR,1525644371,95,-5.81,-61.3,78.32,2.37
222,dawlatabad,0,AF,1525644371,27,36.41,64.91,62.48,8.3
223,jiangyou,8,CN,1525644371,87,31.78,104.73,51.86,2.48
224,itarema,92,BR,1525644371,98,-2.92,-39.92,76.61,5.84
225,krasnyy chikoy,48,RU,1525644372,70,50.36,108.75,39.26,2.59
226,bandar-e lengeh,0,IR,1525640400,61,26.56,54.88,82.4,4.7
227,richards bay,0,ZA,1525644372,94,-28.77,32.06,57.71,1.92
228,kupang,0,ID,1525644372,87,-10.16,123.6,81.56,16.02
229,te anau,64,NZ,1525644372,91,-45.41,167.72,46.91,12.44
230,belaya gora,88,RU,1525644372,99,68.54,146.19,29.9,9.64
231,verkhoyansk,8,RU,1525644373,74,67.55,133.39,23.51,3.94
232,kasempa,8,ZM,1525644373,92,-13.46,25.83,61.04,5.61
233,portland,90,US,1525643760,49,45.52,-122.67,71.6,6.93
234,muzhi,88,RU,1525644373,92,65.4,64.7,26.93,9.31
235,carnarvon,0,ZA,1525644373,38,-30.97,22.13,48.8,6.17
236,awbari,0,LY,1525644373,18,26.59,12.77,73.82,9.19
237,iqaluit,5,CA,1525640400,66,63.75,-68.52,10.4,17.22
238,juneau,75,US,1525640160,81,58.3,-134.42,53.6,9.17
239,along,24,IN,1525644374,95,28.17,94.8,58.88,1.92
240,poya,44,NC,1525644374,100,-21.35,165.16,73.28,15.46
241,gorgan,0,IR,1525640400,88,36.84,54.43,64.4,1.81
242,goderich,100,CA,1525644374,98,43.74,-81.71,50.78,15.79
243,san lorenzo,40,PY,1525640400,69,-25.34,-57.51,80.6,3.36
244,tuatapere,76,NZ,1525644376,100,-46.13,167.69,52.4,24.74
245,lovington,5,US,1525643400,9,32.94,-103.35,87.8,8.05
246,beloha,0,MG,1525644376,87,-25.17,45.06,62.93,2.71
247,surt,56,LY,1525644376,82,31.21,16.59,66.8,17.36
248,south lake tahoe,1,US,1525643700,16,38.93,-119.98,78.8,16.11
249,bandrele,48,YT,1525644000,88,-12.91,45.19,78.8,6.93
250,panalingaan,0,PH,1525644377,100,8.78,117.42,78.05,3.04
251,honningsvag,75,NO,1525641600,75,70.98,25.97,41.0,31.09
252,alihe,0,CN,1525644377,91,50.57,123.73,30.44,3.04
253,giyani,0,ZA,1525644377,83,-23.32,30.73,60.23,2.71
254,point fortin,20,TT,1525640400,83,10.16,-61.68,78.8,9.17
255,nouadhibou,0,MR,1525640400,82,20.93,-17.03,66.2,13.87
256,sabang,0,PH,1525644378,96,13.72,123.58,77.33,4.27
257,jand,64,PK,1525644378,95,33.43,72.02,61.13,3.6
258,rawson,44,AR,1525644378,61,-43.3,-65.11,67.07,13.67
259,lavrentiya,92,RU,1525644378,100,65.58,-170.99,26.12,16.46
260,naze,40,NG,1525640400,78,5.43,7.07,82.4,2.24
261,kokoda,48,PG,1525644379,94,-8.88,147.74,62.03,1.81
262,nikolskoye,0,RU,1525642200,66,59.7,30.79,48.2,2.24
263,kuruman,0,ZA,1525644379,56,-27.46,23.43,46.1,4.38
264,cimislia,0,MD,1525642200,56,46.52,28.78,68.0,13.87
265,westport,92,IE,1525644379,85,53.8,-9.52,52.4,4.94
266,neryungri,0,RU,1525644380,75,56.66,124.71,27.38,3.38
267,sibolga,64,ID,1525644380,100,1.74,98.78,69.41,1.7
268,nuuk,20,GL,1525639800,68,64.17,-51.74,24.8,13.87
269,cocobeach,20,GA,1525644000,83,1.01,9.58,84.2,9.17
270,karur,24,IN,1525644380,88,10.96,78.08,77.06,5.61
271,oudtshoorn,0,ZA,1525640400,93,-33.59,22.2,57.2,2.24
272,bogande,12,BF,1525644381,37,12.97,-0.14,87.41,7.4
273,hami,32,CN,1525644381,43,42.84,93.51,56.9,4.61
274,stettler,0,CA,1525644381,31,52.32,-112.71,76.25,8.63
275,truro,0,GB,1525639800,93,50.26,-5.05,50.0,10.29
276,igarka,76,RU,1525644382,83,67.47,86.57,24.5,13.33
277,bodden town,20,KY,1525640400,70,19.28,-81.25,84.2,10.29
278,atar,0,MR,1525644383,25,20.52,-13.05,78.5,5.73
279,kerrville,1,US,1525643700,25,30.05,-99.14,86.0,6.93
280,angoche,92,MZ,1525644383,100,-16.23,39.91,81.02,12.44
281,petropavlovsk-kamchatskiy,75,RU,1525642200,94,53.05,158.65,35.6,4.47
282,grand gaube,20,MU,1525644000,78,-20.01,57.66,75.2,6.93
283,medea,20,DZ,1525642200,93,36.27,2.77,57.2,3.36
284,elizabeth city,1,US,1525643760,73,36.3,-76.22,75.2,3.36
285,ust-tsilma,88,RU,1525644385,100,65.44,52.15,31.61,2.59
286,adrar,0,DZ,1525640400,20,27.87,-0.29,84.2,8.41
287,taoudenni,12,ML,1525644385,20,22.68,-3.98,77.69,6.62
288,salalah,40,OM,1525639800,88,17.01,54.1,82.4,7.74
289,pyapon,20,MM,1525644386,94,16.29,95.68,79.85,6.29
290,ilebo,56,CD,1525644386,95,-4.33,20.59,73.28,2.71
291,salekhard,44,RU,1525644386,95,66.54,66.62,18.2,6.62
292,yeppoon,90,AU,1525642200,68,-23.13,150.74,69.8,9.17
293,oranjestad,40,AW,1525640400,79,12.52,-70.03,84.2,23.04
294,mundo nuevo,90,CL,1525640400,93,-32.72,-71.41,55.4,10.29
295,kelvington,0,CA,1525644387,64,52.16,-103.52,71.21,11.21
296,invermere,64,CA,1525644387,52,50.51,-116.03,58.07,1.7
297,kaspiyskiy,80,RU,1525644387,52,45.39,47.37,74.72,21.5
298,tsabong,0,BW,1525644388,40,-26.02,22.4,50.78,2.93
299,mogadishu,68,SO,1525644388,100,2.04,45.34,78.68,4.94
300,kutum,0,SD,1525644388,27,14.2,24.66,73.37,7.4
301,rincon,1,US,1525642500,30,32.3,-81.24,87.8,12.75
302,turkmenabat,0,TM,1525640400,18,39.09,63.58,60.8,11.41
303,waipawa,0,NZ,1525644388,54,-39.94,176.59,53.39,9.64
304,broken arrow,1,US,1525643580,25,36.05,-95.79,89.6,6.93
305,barrow,0,AR,1525644389,74,-38.31,-60.23,66.26,8.86
306,mersing,0,MY,1525644389,97,2.43,103.84,77.87,3.27
307,bitung,20,ID,1525642200,94,1.44,125.19,73.4,1.12
308,prado,0,BR,1525644389,96,-17.34,-39.22,79.58,12.21
309,nossa senhora da gloria,88,BR,1525644390,83,-10.22,-37.42,76.07,7.96
310,nuevitas,40,CU,1525639920,61,21.55,-77.27,82.4,13.87
311,tessalit,0,ML,1525644390,19,20.2,1.01,73.37,4.94
312,jalu,0,LY,1525644390,36,29.03,21.55,67.07,3.27
313,marienburg,0,DE,1525641600,67,52.12,9.98,62.6,5.82
314,mercedes,88,UY,1525644391,76,-33.25,-58.03,72.29,13.78
315,santa cruz,1,US,1525642500,46,36.97,-122.03,73.4,12.75
316,sambava,48,MG,1525644392,100,-14.27,50.17,78.95,13.0
317,aldan,0,RU,1525644392,62,58.61,125.39,39.35,6.51
318,pangody,32,RU,1525644392,60,65.85,74.49,-2.24,8.41
319,gushikawa,20,JP,1525642200,83,26.35,127.87,75.2,12.75
320,miramar,40,CR,1525640400,61,10.09,-84.73,82.4,12.75
321,baykit,12,RU,1525644394,73,61.68,96.39,7.31,2.59
322,mahon,75,IE,1525642200,100,51.89,-8.4,48.2,4.7
323,kruisfontein,8,ZA,1525644396,91,-34.0,24.73,64.1,8.75
324,coihaique,75,CL,1525640400,75,-45.58,-72.07,50.0,2.24
325,parkes,0,AU,1525644396,89,-33.14,148.18,47.45,9.64
326,bamiantong,32,CN,1525644397,88,44.93,130.53,42.05,2.82
327,minot,20,US,1525640160,18,48.23,-101.3,80.6,11.41
328,sioux lookout,75,CA,1525640400,31,50.1,-91.92,62.6,8.05
329,touros,88,BR,1525644397,84,-5.2,-35.46,80.3,14.56
330,katangli,88,RU,1525644397,99,51.71,143.23,30.08,4.61
331,nandura,0,IN,1525644398,35,20.83,76.46,82.64,8.52
332,havelock,75,US,1525640280,78,34.88,-76.9,80.6,3.36
333,kolaras,0,IN,1525644399,29,25.22,77.61,76.97,9.42
334,maningrida,12,AU,1525644399,79,-12.05,134.23,76.7,13.78
335,mvuma,0,ZW,1525644401,63,-19.28,30.53,56.54,9.19
